Time (s),Trace #1 (pA),Trace #1 (mmHg)
23.0032,449.677,-305.481
23.0033,451.965,-305.481
23.0034,449.677,-305.481
23.0035,454.102,-305.481
23.0036,450.287,-305.481
23.0037,446.167,-305.634
23.0038,451.355,-305.634
23.0039,429.993,-305.481
23.004,429.077,-305.481
23.0041,439.606,-305.481
23.0042,446.472,-305.481
23.0043,449.524,-305.634
23.0044,451.813,-305.634
23.0045,438.538,-305.634
23.0046,450.134,-305.634
23.0047,447.998,-305.634
23.0048,447.54,-305.634
23.0049,448.608,-305.634
23.005,451.965,-305.634
23.0051,448.914,-305.634
23.0052,448.761,-305.634
23.0053,444.794,-305.634
23.0054,444.183,-305.634
23.0055,448.914,-305.634
23.0056,447.54,-305.634
23.0057,447.845,-305.634
23.0058,444.946,-305.634
23.0059,422.516,-305.634
23.006,419.769,-305.634
23.0061,411.53,-305.634
23.0062,403.595,-305.634
23.0063,406.799,-305.634
23.0064,422.363,-305.634
23.0065,439.148,-305.634
23.0066,444.794,-305.634
23.0067,440.369,-305.634
23.0068,446.777,-305.634
23.0069,444.641,-305.634
23.007,450.287,-305.634
23.0071,448.151,-305.634
23.0072,445.251,-305.634
23.0073,437.164,-305.634
23.0074,444.031,-305.786
23.0075,446.014,-305.786
23.0076,451.508,-305.786
23.0077,448.456,-305.786
23.0078,449.066,-305.786
23.0079,450.134,-305.786
23.008,451.355,-305.786
23.0081,447.845,-305.786
23.0082,449.371,-305.786
23.0083,446.32,-305.786
23.0084,447.235,-305.786
23.0085,447.998,-305.786
23.0086,451.813,-305.786
23.0087,451.813,-305.786
23.0088,448.456,-305.786
23.0089,449.524,-305.786
23.009,447.388,-305.786
23.0091,428.619,-305.786
23.0092,447.998,-305.786
23.0093,451.508,-305.786
23.0094,451.05,-305.939
23.0095,450.897,-305.939
23.0096,451.66,-305.939
23.0097,449.524,-305.939
23.0098,451.813,-305.786
23.0099,447.083,-305.786
23.01,450.439,-305.786
23.0101,447.998,-305.786
23.0102,450.439,-305.786
23.0103,448.608,-305.786
23.0104,446.777,-305.786
23.0105,443.878,-305.786
23.0106,447.998,-305.786
23.0107,448.151,-305.786
23.0108,451.813,-305.786
23.0109,450.745,-305.786
23.011,450.592,-305.939
23.0111,451.05,-305.939
23.0112,449.982,-305.939
23.0113,447.235,-305.939
23.0114,448.761,-305.786
23.0115,446.167,-305.786
23.0116,431.366,-305.939
23.0117,441.284,-305.939
23.0118,449.982,-305.939
23.0119,452.271,-305.939
23.012,450.134,-305.939
23.0121,450.745,-305.939
23.0122,450.439,-305.939
23.0123,449.677,-305.939
23.0124,445.709,-305.939
23.0125,449.829,-305.939
23.0126,446.167,-305.939
23.0127,448.761,-305.939
23.0128,447.388,-305.939
23.0129,452.728,-305.939
23.013,448.151,-305.939
23.0131,447.54,-305.939
23.0132,448.151,-305.939
23.0133,434.723,-305.939
23.0134,429.382,-305.939
23.0135,428.925,-305.939
23.0136,427.856,-305.939
23.0137,434.418,-305.939
23.0138,440.826,-306.091
23.0139,429.993,-306.091
23.014,433.044,-306.091
23.0141,444.336,-306.091
23.0142,449.371,-306.091
23.0143,444.641,-306.091
23.0144,446.93,-306.091
23.0145,448.608,-306.091
23.0146,448.761,-305.939
23.0147,448.608,-305.939
23.0148,451.05,-305.939
23.0149,449.677,-305.939
23.015,448.761,-305.939
23.0151,449.066,-306.091
23.0152,437.317,-306.091
23.0153,446.625,-306.091
23.0154,452.881,-306.091
23.0155,447.998,-306.091
23.0156,454.254,-306.091
23.0157,453.339,-306.091
23.0158,448.456,-306.091
23.0159,443.115,-306.091
23.016,427.399,-306.091
23.0161,436.249,-306.091
23.0162,429.23,-306.091
23.0163,446.014,-306.091
23.0164,453.491,-306.091
23.0165,446.777,-306.091
23.0166,451.965,-306.091
23.0167,449.677,-306.244
23.0168,444.641,-306.244
23.0169,423.431,-306.244
23.017,446.472,-306.244
23.0171,449.829,-306.244
23.0172,450.287,-306.244
23.0173,450.439,-306.091
23.0174,441.132,-306.091
23.0175,441.437,-306.091
23.0176,451.05,-306.091
23.0177,436.707,-306.091
23.0178,448.303,-306.244
23.0179,454.559,-306.244
23.018,451.965,-306.244
23.0181,450.592,-306.244
23.0182,449.677,-306.091
23.0183,449.371,-306.091
23.0184,448.608,-306.091
23.0185,447.388,-306.244
23.0186,449.677,-306.091
23.0187,452.881,-306.091
23.0188,451.813,-306.091
23.0189,443.115,-306.091
23.019,447.998,-306.091
23.0191,452.423,-306.091
23.0192,452.728,-306.244
23.0193,432.892,-306.244
23.0194,435.791,-306.244
23.0195,436.859,-306.244
23.0196,423.431,-306.244
23.0197,443.878,-306.091
23.0198,447.388,-306.091
23.0199,449.524,-306.091
23.02,445.404,-306.091
23.0201,445.557,-306.091
23.0202,440.674,-306.091
23.0203,447.845,-306.091
23.0204,451.355,-306.244
23.0205,446.93,-306.244
23.0206,446.167,-306.091
23.0207,449.371,-306.091
23.0208,449.371,-306.091
23.0209,451.202,-306.091
23.021,441.742,-306.091
23.0211,448.914,-306.244
23.0212,446.167,-306.244
23.0213,439.453,-306.244
23.0214,439.606,-306.244
23.0215,442.657,-306.244
23.0216,450.745,-306.244
23.0217,450.287,-306.244
23.0218,448.761,-306.244
23.0219,440.979,-306.244
23.022,445.709,-306.244
23.0221,449.219,-306.244
23.0222,450.745,-306.244
23.0223,445.862,-306.244
23.0224,451.965,-306.244
23.0225,450.134,-306.244
23.0226,455.627,-306.244
23.0227,453.949,-306.244
23.0228,447.235,-306.244
23.0229,452.271,-306.244
23.023,448.914,-306.244
23.0231,444.336,-306.244
23.0232,452.423,-306.244
23.0233,455.475,-306.244
23.0234,446.93,-306.244
23.0235,446.93,-306.244
23.0236,442.505,-306.244
23.0237,452.118,-306.244
23.0238,444.336,-306.244
23.0239,449.829,-306.244
23.024,446.472,-306.244
23.0241,445.862,-306.396
23.0242,452.118,-306.396
23.0243,452.271,-306.396
23.0244,451.813,-306.396
23.0245,448.303,-306.396
23.0246,451.965,-306.396
23.0247,451.05,-306.244
23.0248,444.946,-306.396
23.0249,448.456,-306.396
23.025,446.777,-306.244
23.0251,450.745,-306.244
23.0252,450.439,-306.396
23.0253,451.508,-306.244
23.0254,457.001,-306.244
23.0255,454.102,-306.244
23.0256,452.576,-306.244
23.0257,452.118,-306.396
23.0258,453.186,-306.396
23.0259,455.933,-306.396
23.026,453.644,-306.396
23.0261,447.54,-306.396
23.0262,433.807,-306.396
23.0263,428.925,-306.396
23.0264,444.946,-306.396
23.0265,451.66,-306.396
23.0266,451.66,-306.396
23.0267,447.845,-306.396
23.0268,451.66,-306.396
23.0269,445.862,-306.396
23.027,450.745,-306.396
23.0271,444.489,-306.396
23.0272,450.287,-306.396
23.0273,452.881,-306.396
23.0274,446.93,-306.396
23.0275,440.369,-306.396
23.0276,439.301,-306.396
23.0277,448.608,-306.396
23.0278,447.083,-306.396
23.0279,447.54,-306.396
23.028,451.355,-306.396
23.0281,451.202,-306.396
23.0282,453.033,-306.244
23.0283,449.677,-306.244
23.0284,449.066,-306.244
23.0285,444.336,-306.244
23.0286,446.014,-306.396
23.0287,447.083,-306.396
23.0288,447.235,-306.396
23.0289,453.796,-306.396
23.029,445.404,-306.396
23.0291,443.573,-306.396
23.0292,443.726,-306.396
23.0293,439.453,-306.396
23.0294,438.232,-306.396
23.0295,439.758,-306.396
23.0296,436.249,-306.396
23.0297,441.437,-306.244
23.0298,437.622,-306.396
23.0299,437.469,-306.396
23.03,434.418,-306.396
23.0301,435.181,-306.396
23.0302,433.655,-306.396
23.0303,441.284,-306.396
23.0304,436.859,-306.396
23.0305,439.148,-306.396
23.0306,439.606,-306.396
23.0307,449.371,-306.396
23.0308,444.641,-306.396
23.0309,450.592,-306.396
23.031,453.644,-306.396
23.0311,454.865,-306.396
23.0312,441.132,-306.396
23.0313,442.047,-306.396
23.0314,453.949,-306.396
23.0315,432.739,-306.396
23.0316,436.554,-306.396
23.0317,447.083,-306.396
23.0318,451.05,-306.396
23.0319,451.508,-306.396
23.032,446.777,-306.396
23.0321,451.05,-306.396
23.0322,449.829,-306.396
23.0323,451.66,-306.396
23.0324,443.878,-306.396
23.0325,446.93,-306.396
23.0326,446.93,-306.396
23.0327,448.456,-306.396
23.0328,449.677,-306.396
23.0329,448.456,-306.396
23.033,454.407,-306.549
23.0331,454.407,-306.549
23.0332,453.339,-306.549
23.0333,448.151,-306.396
23.0334,438.385,-306.244
23.0335,452.423,-306.244
23.0336,448.914,-306.244
23.0337,454.102,-306.244
23.0338,453.644,-306.244
23.0339,452.271,-306.396
23.034,453.033,-306.396
23.0341,443.726,-306.396
23.0342,448.608,-306.396
23.0343,445.709,-306.396
23.0344,452.423,-306.396
23.0345,449.524,-306.396
23.0346,455.933,-306.396
23.0347,452.423,-306.244
23.0348,454.102,-306.396
23.0349,447.998,-306.396
23.035,451.813,-306.396
23.0351,450.745,-306.396
23.0352,450.287,-306.396
23.0353,441.895,-306.396
23.0354,454.102,-306.244
23.0355,457.458,-306.396
23.0356,455.475,-306.396
23.0357,453.339,-306.396
23.0358,451.202,-306.396
23.0359,451.66,-306.549
23.036,450.134,-306.549
23.0361,455.322,-306.549
23.0362,452.881,-306.396
23.0363,440.216,-306.396
23.0364,449.524,-306.396
23.0365,450.592,-306.396
23.0366,449.066,-306.396
23.0367,454.407,-306.396
23.0368,453.644,-306.396
23.0369,449.677,-306.396
23.037,442.81,-306.396
23.0371,450.745,-306.396
23.0372,453.644,-306.396
23.0373,451.202,-306.396
23.0374,452.271,-306.549
23.0375,454.712,-306.396
23.0376,448.761,-306.396
23.0377,452.118,-306.396
23.0378,453.949,-306.396
23.0379,453.491,-306.396
23.038,447.693,-306.396
23.0381,447.998,-306.396
23.0382,437.775,-306.396
23.0383,450.897,-306.396
23.0384,452.118,-306.396
23.0385,450.592,-306.396
23.0386,449.829,-306.396
23.0387,445.557,-306.396
23.0388,451.813,-306.396
23.0389,448.608,-306.396
23.039,454.865,-306.396
23.0391,453.186,-306.244
23.0392,451.965,-306.244
23.0393,447.845,-306.244
23.0394,452.423,-306.244
23.0395,452.118,-306.244
23.0396,455.017,-306.396
23.0397,451.66,-306.396
23.0398,449.677,-306.396
23.0399,452.576,-306.396
23.04,449.677,-306.396
23.0401,453.186,-306.396
23.0402,450.287,-306.396
23.0403,452.271,-306.396
23.0404,451.813,-306.396
23.0405,441.284,-306.396
23.0406,446.167,-306.396
23.0407,451.05,-306.396
23.0408,449.982,-306.396
23.0409,448.914,-306.396
23.041,449.982,-306.396
23.0411,446.777,-306.396
23.0412,451.202,-306.396
23.0413,442.505,-306.396
23.0414,448.608,-306.396
23.0415,453.796,-306.244
23.0416,451.508,-306.396
23.0417,452.881,-306.396
23.0418,450.592,-306.396
23.0419,446.777,-306.396
23.042,446.167,-306.244
23.0421,431.061,-306.244
23.0422,431.366,-306.244
23.0423,447.54,-306.244
23.0424,448.151,-306.244
23.0425,452.423,-306.396
23.0426,450.439,-306.244
23.0427,455.322,-306.244
23.0428,453.339,-306.396
23.0429,450.287,-306.396
23.043,446.472,-306.396
23.0431,449.066,-306.244
23.0432,451.355,-306.244
23.0433,445.404,-306.244
23.0434,449.829,-306.244
23.0435,447.083,-306.396
23.0436,437.927,-306.396
23.0437,427.551,-306.396
23.0438,446.472,-306.244
23.0439,449.066,-306.244
23.044,451.05,-306.244
23.0441,453.796,-306.244
23.0442,450.134,-306.244
23.0443,445.251,-306.244
23.0444,452.728,-306.244
23.0445,452.271,-306.244
23.0446,449.524,-306.244
23.0447,449.982,-306.244
23.0448,446.93,-306.244
23.0449,451.965,-306.244
23.045,450.745,-306.244
23.0451,451.05,-306.244
23.0452,451.508,-306.396
23.0453,454.407,-306.244
23.0454,454.712,-306.244
23.0455,452.728,-306.244
23.0456,447.998,-306.244
23.0457,454.712,-306.244
23.0458,450.745,-306.244
23.0459,450.439,-306.244
23.046,449.066,-306.244
23.0461,450.745,-306.244
23.0462,454.407,-306.396
23.0463,446.472,-306.396
23.0464,442.2,-306.396
23.0465,446.32,-306.244
23.0466,449.829,-306.244
23.0467,452.271,-306.396
23.0468,450.897,-306.396
23.0469,451.508,-306.244
23.047,449.829,-306.244
23.0471,438.843,-306.244
23.0472,440.521,-306.244
23.0473,441.437,-306.244
23.0474,453.033,-306.091
23.0475,453.033,-306.244
23.0476,445.862,-306.244
23.0477,449.219,-306.244
23.0478,455.78,-306.244
23.0479,452.118,-306.091
23.048,460.815,-306.244
23.0481,460.205,-306.244
23.0482,459.137,-306.244
23.0483,460.968,-306.244
23.0484,460.205,-306.244
23.0485,449.524,-306.244
23.0486,441.589,-306.244
23.0487,446.32,-306.244
23.0488,450.439,-306.244
23.0489,450.897,-306.244
23.049,447.235,-306.244
23.0491,447.235,-306.244
23.0492,449.982,-306.244
23.0493,445.862,-306.244
23.0494,449.371,-306.244
23.0495,447.845,-306.244
23.0496,444.946,-306.244
23.0497,451.202,-306.091
23.0498,446.32,-306.244
23.0499,448.608,-306.244
23.05,445.709,-306.244
23.0501,446.32,-306.244
23.0502,441.742,-306.244
23.0503,446.472,-306.244
23.0504,449.371,-306.244
23.0505,451.355,-306.244
23.0506,447.388,-306.244
23.0507,454.865,-306.091
23.0508,453.339,-306.091
23.0509,451.66,-306.091
23.051,452.271,-306.091
23.0511,450.287,-306.091
23.0512,441.132,-306.244
23.0513,446.32,-306.244
23.0514,447.693,-306.244
23.0515,446.93,-306.091
23.0516,449.066,-306.091
23.0517,445.557,-306.091
23.0518,451.508,-306.091
23.0519,449.524,-306.091
23.052,454.407,-306.091
23.0521,446.625,-306.091
23.0522,451.813,-306.091
23.0523,449.829,-306.091
23.0524,448.456,-306.244
23.0525,446.93,-306.091
23.0526,450.897,-306.091
23.0527,445.404,-306.091
23.0528,446.777,-306.091
23.0529,437.775,-306.091
23.053,443.115,-306.091
23.0531,447.235,-306.091
23.0532,445.862,-306.091
23.0533,448.914,-306.091
23.0534,447.693,-306.091
23.0535,446.014,-306.091
23.0536,449.371,-306.091
23.0537,444.336,-306.091
23.0538,453.186,-306.091
23.0539,448.914,-306.091
23.054,454.407,-306.091
23.0541,449.677,-306.091
23.0542,445.404,-306.091
23.0543,447.54,-306.091
23.0544,448.761,-306.091
23.0545,437.164,-306.091
23.0546,445.099,-306.091
23.0547,446.625,-306.091
23.0548,444.336,-306.091
23.0549,436.859,-306.091
23.055,446.167,-306.091
23.0551,445.557,-306.091
23.0552,450.897,-306.091
23.0553,447.845,-306.091
23.0554,450.134,-305.939
23.0555,446.93,-305.939
23.0556,442.352,-305.939
23.0557,447.693,-305.939
23.0558,443.268,-305.939
23.0559,443.726,-306.091
23.056,443.573,-306.091
23.0561,441.589,-306.091
23.0562,445.099,-306.091
23.0563,443.42,-306.091
23.0564,450.134,-306.091
23.0565,453.339,-305.939
23.0566,455.475,-305.939
23.0567,453.339,-305.939
23.0568,452.576,-305.939
23.0569,449.371,-306.091
23.057,441.589,-306.091
23.0571,450.439,-306.091
23.0572,446.167,-305.939
23.0573,453.644,-306.091
23.0574,445.404,-306.091
23.0575,450.592,-305.939
23.0576,449.982,-305.939
23.0577,447.54,-305.939
23.0578,451.965,-305.939
23.0579,449.524,-305.939
23.058,453.033,-306.091
23.0581,452.118,-305.939
23.0582,448.761,-305.939
23.0583,450.287,-305.939
23.0584,427.856,-306.091
23.0585,419.769,-306.091
23.0586,399.017,-306.091
23.0587,400.391,-306.091
23.0588,393.219,-306.091
23.0589,397.186,-306.091
23.059,382.08,-306.091
23.0591,382.69,-306.091
23.0592,400.543,-305.939
23.0593,402.679,-305.939
23.0594,401.001,-305.939
23.0595,392.761,-305.939
23.0596,393.219,-305.939
23.0597,406.036,-305.939
23.0598,405.579,-306.091
23.0599,402.527,-306.091
23.06,404.51,-306.091
23.0601,405.273,-306.091
23.0602,401.764,-306.091
23.0603,402.985,-306.091
23.0604,404.358,-306.091
23.0605,402.679,-306.091
23.0606,398.712,-306.091
23.0607,400.848,-306.091
23.0608,405.121,-306.091
23.0609,405.273,-305.939
23.061,408.936,-305.939
23.0611,402.374,-305.939
23.0612,403.748,-305.939
23.0613,404.358,-305.939
23.0614,405.579,-305.939
23.0615,403.595,-305.939
23.0616,402.985,-305.939
23.0617,406.342,-305.939
23.0618,407.867,-305.939
23.0619,405.731,-305.939
23.062,404.663,-305.939
23.0621,401.764,-305.939
23.0622,406.494,-305.939
23.0623,404.663,-305.939
23.0624,406.036,-305.939
23.0625,407.715,-305.939
23.0626,405.884,-305.939
23.0627,402.527,-305.939
23.0628,403.748,-305.939
23.0629,406.494,-305.939
23.063,402.374,-305.939
23.0631,402.985,-305.939
23.0632,409.088,-305.939
23.0633,401.459,-305.939
23.0634,401.001,-305.939
23.0635,390.472,-305.939
23.0636,389.862,-305.939
23.0637,394.897,-305.939
23.0638,403.595,-305.939
23.0639,399.78,-305.939
23.064,403.9,-305.939
23.0641,403.9,-305.939
23.0642,404.816,-305.939
23.0643,403.9,-305.939
23.0644,403.595,-305.939
23.0645,405.731,-305.939
23.0646,400.085,-305.939
23.0647,402.985,-305.939
23.0648,403.748,-305.939
23.0649,406.799,-305.786
23.065,405.121,-305.786
23.0651,405.731,-305.786
23.0652,405.121,-305.786
23.0653,406.647,-305.786
23.0654,400.543,-305.786
23.0655,399.475,-305.786
23.0656,404.358,-305.786
23.0657,402.832,-305.939
23.0658,405.579,-305.786
23.0659,400.848,-305.786
23.066,396.576,-305.786
23.0661,404.053,-305.786
23.0662,401.764,-305.939
23.0663,402.985,-305.939
23.0664,403.442,-305.939
23.0665,401.001,-305.939
23.0666,399.475,-305.939
23.0667,401.764,-305.939
23.0668,398.865,-305.939
23.0669,402.069,-305.939
23.067,399.628,-305.786
23.0671,394.745,-305.786
23.0672,400.085,-305.786
23.0673,397.644,-305.786
23.0674,395.355,-305.786
23.0675,401.154,-305.786
23.0676,394.44,-305.786
23.0677,395.66,-305.939
23.0678,395.203,-305.939
23.0679,396.118,-305.939
23.068,396.881,-305.939
23.0681,397.339,-305.939
23.0682,399.78,-305.939
23.0683,398.254,-305.786
23.0684,395.813,-305.786
23.0685,396.576,-305.786
23.0686,391.388,-305.786
23.0687,392.914,-305.786
23.0688,395.508,-305.786
23.0689,397.186,-305.786
23.069,389.404,-305.786
23.0691,397.491,-305.939
23.0692,397.491,-305.939
23.0693,402.832,-305.939
23.0694,399.475,-305.939
23.0695,398.407,-305.786
23.0696,394.287,-305.786
23.0697,396.729,-305.786
23.0698,398.254,-305.786
23.0699,395.203,-305.786
23.07,393.982,-305.786
23.0701,397.491,-305.786
23.0702,393.982,-305.786
23.0703,400.391,-305.786
23.0704,391.388,-305.786
23.0705,398.865,-305.939
23.0706,393.372,-305.939
23.0707,391.388,-305.939
23.0708,394.44,-305.939
23.0709,395.05,-305.786
23.071,400.085,-305.786
23.0711,396.729,-305.786
23.0712,394.897,-305.786
23.0713,399.933,-305.786
23.0714,398.56,-305.939
23.0715,396.729,-305.634
23.0716,389.252,-305.634
23.0717,394.44,-305.634
23.0718,397.797,-305.634
23.0719,398.56,-305.634
23.072,398.254,-305.786
23.0721,394.897,-305.786
23.0722,400.238,-305.786
23.0723,399.017,-305.786
23.0724,398.712,-305.786
23.0725,395.813,-305.786
23.0726,398.407,-305.786
23.0727,398.102,-305.634
23.0728,397.339,-305.786
23.0729,397.797,-305.786
23.073,393.524,-305.786
23.0731,392.761,-305.634
23.0732,381.622,-305.634
23.0733,392.303,-305.634
23.0734,395.355,-305.634
23.0735,394.897,-305.634
23.0736,394.745,-305.786
23.0737,395.508,-305.786
23.0738,397.339,-305.786
23.0739,394.745,-305.786
23.074,407.867,-305.634
23.0741,396.729,-305.634
23.0742,394.897,-305.634
23.0743,395.966,-305.634
23.0744,397.949,-305.634
23.0745,397.491,-305.786
23.0746,395.203,-305.786
23.0747,396.423,-305.786
23.0748,401.154,-305.786
23.0749,394.44,-305.786
23.075,394.44,-305.786
23.0751,394.287,-305.786
23.0752,393.372,-305.786
23.0753,396.423,-305.786
23.0754,388.489,-305.634
23.0755,396.271,-305.786
23.0756,394.135,-305.786
23.0757,397.949,-305.634
23.0758,394.745,-305.634
23.0759,396.423,-305.634
23.076,393.982,-305.634
23.0761,394.287,-305.634
23.0762,401.154,-305.634
23.0763,397.034,-305.634
23.0764,398.102,-305.634
23.0765,395.813,-305.634
23.0766,401.917,-305.634
23.0767,398.56,-305.634
23.0768,399.017,-305.634
23.0769,392.609,-305.634
23.077,383.453,-305.634
23.0771,389.862,-305.634
23.0772,397.034,-305.634
23.0773,398.254,-305.634
23.0774,397.339,-305.634
23.0775,395.66,-305.634
23.0776,396.729,-305.634
23.0777,396.881,-305.634
23.0778,392.761,-305.786
23.0779,398.712,-305.634
23.078,395.203,-305.634
23.0781,400.391,-305.634
23.0782,391.235,-305.634
23.0783,388.184,-305.634
23.0784,375.214,-305.634
23.0785,387.878,-305.634
23.0786,391.998,-305.634
23.0787,392.761,-305.634
23.0788,399.17,-305.634
23.0789,398.407,-305.634
23.079,401.001,-305.634
23.0791,400.543,-305.634
23.0792,394.135,-305.634
23.0793,400.085,-305.634
23.0794,398.254,-305.634
23.0795,400.238,-305.634
23.0796,399.323,-305.481
23.0797,394.135,-305.634
23.0798,396.881,-305.634
23.0799,399.017,-305.634
23.08,397.797,-305.481
23.0801,394.44,-305.481
23.0802,387.115,-305.481
23.0803,393.829,-305.481
23.0804,396.881,-305.481
23.0805,400.543,-305.634
23.0806,400.391,-305.634
23.0807,395.508,-305.634
23.0808,394.592,-305.634
23.0809,397.339,-305.634
23.081,395.203,-305.634
23.0811,392.609,-305.634
23.0812,382.233,-305.634
23.0813,392.303,-305.634
23.0814,398.712,-305.634
23.0815,395.813,-305.634
23.0816,382.996,-305.634
23.0817,391.083,-305.634
23.0818,397.949,-305.634
23.0819,383.148,-305.634
23.082,368.042,-305.634
23.0821,393.219,-305.634
23.0822,390.625,-305.634
23.0823,395.355,-305.634
23.0824,397.186,-305.634
23.0825,397.644,-305.634
23.0826,388.031,-305.634
23.0827,396.271,-305.634
23.0828,390.015,-305.634
23.0829,395.813,-305.634
23.083,395.05,-305.634
23.0831,397.644,-305.634
23.0832,386.047,-305.634
23.0833,399.017,-305.634
23.0834,400.085,-305.634
23.0835,396.576,-305.481
23.0836,400.391,-305.481
23.0837,384.827,-305.634
23.0838,390.778,-305.634
23.0839,399.628,-305.634
23.084,395.203,-305.481
23.0841,399.628,-305.481
23.0842,398.254,-305.481
23.0843,382.996,-305.481
23.0844,396.881,-305.481
23.0845,398.712,-305.481
23.0846,401.917,-305.481
23.0847,398.865,-305.481
23.0848,395.508,-305.481
23.0849,396.271,-305.481
23.085,397.797,-305.481
23.0851,398.865,-305.481
23.0852,397.949,-305.481
23.0853,397.034,-305.481
23.0854,382.233,-305.481
23.0855,393.066,-305.481
23.0856,396.423,-305.481
23.0857,400.848,-305.481
23.0858,394.897,-305.481
23.0859,399.628,-305.328
23.086,394.44,-305.481
23.0861,401.001,-305.481
23.0862,398.102,-305.481
23.0863,402.222,-305.481
23.0864,397.491,-305.481
23.0865,397.949,-305.481
23.0866,369.72,-305.481
23.0867,387.878,-305.481
23.0868,386.81,-305.481
23.0869,386.658,-305.481
23.087,397.186,-305.481
23.0871,387.421,-305.481
23.0872,395.813,-305.481
23.0873,399.628,-305.481
23.0874,394.592,-305.481
23.0875,400.391,-305.481
23.0876,393.829,-305.481
23.0877,401.917,-305.481
23.0878,398.407,-305.481
23.0879,371.857,-305.481
23.088,366.821,-305.481
23.0881,392.761,-305.481
23.0882,400.085,-305.328
23.0883,395.355,-305.328
23.0884,395.966,-305.328
23.0885,393.066,-305.481
23.0886,397.644,-305.481
23.0887,379.639,-305.481
23.0888,378.571,-305.481
23.0889,396.729,-305.481
23.089,400.848,-305.481
23.0891,400.085,-305.481
23.0892,395.508,-305.481
23.0893,400.391,-305.481
23.0894,400.391,-305.481
23.0895,394.592,-305.481
23.0896,385.59,-305.481
23.0897,390.625,-305.481
23.0898,393.066,-305.481
23.0899,381.317,-305.481
23.09,393.066,-305.481
23.0901,394.745,-305.328
23.0902,399.017,-305.328
23.0903,395.508,-305.328
23.0904,386.2,-305.328
23.0905,397.797,-305.481
23.0906,395.355,-305.328
23.0907,397.491,-305.328
23.0908,401.001,-305.328
23.0909,398.254,-305.328
23.091,401.459,-305.328
23.0911,400.391,-305.328
23.0912,400.085,-305.328
23.0913,396.729,-305.328
23.0914,395.966,-305.328
23.0915,399.323,-305.328
23.0916,398.865,-305.328
23.0917,398.254,-305.328
23.0918,391.998,-305.328
23.0919,398.56,-305.328
23.092,394.592,-305.328
23.0921,399.475,-305.328
23.0922,392.761,-305.328
23.0923,386.963,-305.328
23.0924,393.524,-305.328
23.0925,396.576,-305.328
23.0926,394.592,-305.328
23.0927,378.265,-305.328
23.0928,393.829,-305.328
23.0929,398.407,-305.328
23.093,393.219,-305.328
23.0931,401.459,-305.328
23.0932,388.947,-305.176
23.0933,393.372,-305.176
23.0934,397.644,-305.176
23.0935,390.93,-305.328
23.0936,397.644,-305.328
23.0937,401.001,-305.328
23.0938,393.219,-305.328
23.0939,397.644,-305.328
23.094,398.407,-305.328
23.0941,401.001,-305.176
23.0942,397.644,-305.176
23.0943,430.908,-305.176
23.0944,451.813,-305.176
23.0945,460.205,-305.176
23.0946,461.578,-305.328
23.0947,460.358,-305.328
23.0948,458.679,-305.328
23.0949,462.036,-305.176
23.095,460.358,-305.176
23.0951,455.475,-305.176
23.0952,440.369,-305.176
23.0953,449.677,-305.176
23.0954,455.78,-305.176
23.0955,448.608,-305.176
23.0956,453.339,-305.176
23.0957,452.576,-305.176
23.0958,450.592,-305.176
23.0959,448.456,-305.176
23.096,455.475,-305.176
23.0961,455.322,-305.176
23.0962,437.927,-305.328
23.0963,438.843,-305.176
23.0964,439.301,-305.176
23.0965,456.39,-305.176
23.0966,456.085,-305.176
23.0967,452.423,-305.176
23.0968,459.29,-305.176
23.0969,459.747,-305.176
23.097,451.813,-305.176
23.0971,436.401,-305.176
23.0972,451.508,-305.176
23.0973,461.273,-305.176
23.0974,460.358,-305.176
23.0975,456.848,-305.176
23.0976,454.865,-305.176
23.0977,457.916,-305.176
23.0978,457.916,-305.176
23.0979,459.137,-305.176
23.098,456.848,-305.176
23.0981,454.254,-305.176
23.0982,458.679,-305.176
23.0983,449.524,-305.176
23.0984,455.17,-305.023
23.0985,456.696,-305.176
23.0986,453.339,-305.176
23.0987,456.696,-305.176
23.0988,456.39,-305.176
23.0989,455.17,-305.176
23.099,453.796,-305.176
23.0991,457.153,-305.328
23.0992,445.557,-305.328
23.0993,451.202,-305.176
23.0994,453.033,-305.176
23.0995,456.543,-305.176
23.0996,453.644,-305.176
23.0997,457.916,-305.176
23.0998,455.933,-305.176
23.0999,458.374,-305.176
23.1,461.273,-305.176
23.1001,457.306,-305.176
23.1002,456.085,-305.176
23.1003,457.153,-305.176
23.1004,449.982,-305.176
23.1005,457.001,-305.176
23.1006,460.205,-305.176
23.1007,455.322,-305.176
23.1008,453.491,-305.176
23.1009,457.916,-305.176
23.101,458.527,-305.176
23.1011,459.595,-305.176
23.1012,456.238,-305.176
23.1013,454.712,-305.176
23.1014,457.764,-305.176
23.1015,454.865,-305.176
23.1016,453.949,-305.176
23.1017,455.933,-305.176
23.1018,457.764,-305.176
23.1019,455.627,-305.176
23.102,446.32,-305.176
23.1021,443.268,-305.023
23.1022,444.336,-305.023
23.1023,441.437,-305.176
23.1024,437.317,-305.176
23.1025,438.995,-305.176
23.1026,445.709,-305.176
23.1027,433.655,-305.176
23.1028,440.674,-305.176
23.1029,454.712,-305.176
23.103,456.238,-305.023
23.1031,454.865,-305.023
23.1032,454.865,-305.023
23.1033,450.134,-305.023
23.1034,453.491,-305.023
23.1035,457.764,-305.023
23.1036,460.663,-305.023
